BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate
0T3R,O.S.A. CONSULTING LTD.,PO BOX 430    STETTLER AB CA T0C 2L0,780-422-1395,STRUCK,2008-12-02,,,
0T3T,OLD RIVER'S WATER HAULING LTD,FIRST ALBERTA PLACE 777 8 AVE SW SUITE 1400   CALGARY AB CA T2P 3R5,780-422-1395,STRUCK,2000-05-01,,,
0T3W,OLYMPIA HOLDINGS CORP,RICHILLONT RESOURCES LTD PO BOX 22144 RPO BANKER HALL   CALGARY AB CA T2P 4J5,780-422-1395,DISSOLUTION/DISSOLVED,1998-12-01,,,
0T3X,ONOWAY PETROLEUM MANAGEMENT INC,350 KING GEORGE TERR    VICTORIA BC CA V8S 2J8,780-422-1395,STRUCK,1996-09-01,,,
0T3Y,ONYX PETROLEUM INC,2848 SUN OIL BUILDING 500 4 AVE SW   CALGARY AB CA T2P 2V6,780-422-1395,STRUCK,1988-12-31,,,
0T3Z,PANCONTINENTAL MINING (CANADA) LTD,RIGEL OIL & GAS LTD 255 5 AVE SW SUITE 1900   CALGARY AB CA T2P 3G6,780-422-1395,STRUCK,1999-06-01,,,
0T40,LYNN PETROLEUM CONSULTANTS LTD.,3536 BENTON DRIVE NW    CALGARY AB CA T2L 1W8,780-422-1395,STRUCK,2012-10-02,,,
0T41,GENCO ELECTRICAL ENGINEERING COMPANY LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1928-05-31,,,
0T42,C.I.D.L. PROJECTS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0HC1,C.I.D.L. PROJECTS LTD,2002-10-31
0T43,D & S PETROLEUM CONSULTING GROUP LTD,125 9 AVE SE SUITE 700    CALGARY AB CA T2G 0P6,780-422-1395,ACTIVE,2002-10-01,,,
0T44,PETRO-CANADA,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0246,PETRO-CANADA,2002-10-31
0T45,WAINOCO OIL LTD,350 7 AVE SW SUITE 1700    CALGARY AB CA T2P 3N9,780-422-1395,STRUCK,1980-05-31,,,
0T46,MURPHY OIL COMPANY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0063,MURPHY OIL COMPANY LTD.,2002-10-31
0T47,ALBERTA OIL SANDS PIPELINE LTD.,525 8 AVE SW SUITE 3800    CALGARY AB CA T2P 1G1,780-422-1395,AMALGAMATED,2015-10-01,0205,PEMBINA PIPELINE CORPORATION,2016-01-31
0T48,79902 RESOURCES LIMITED,300 5 AVE SW FLOOR 4    CALGARY AB CA T2P 3C4,780-422-1395,CONTINUED OUT,2002-10-01,,,
0T49,WESTHILL RESOURCES LIMITED,5 RICHARD WAY SW SUITE 300    CALGARY AB CA T3E 7M8,403-265-9066,ACTIVE,1994-01-01,,,
0T4A,PARAPET PETROLEUM INC,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,2002-10-02,,,
0T4B,PEARMAC LIMITED,811 W PENDER ST    VANCOUVER BC CA V6C 1K6,780-422-1395,STRUCK,2002-10-02,,,
0T4C,PEMBINA ENERGY,707 8 AVE SW SUITE 2700 PO BOX 1948   CALGARY AB CA T2P 2M7,780-422-1395,DISSOLUTION/DISSOLVED,1998-02-25,,,
0T4D,PENGROWTH ENERGY CORPORATION,BOW VALLEY SQ I 202 6 AVE SW SUITE 1050   CALGARY AB CA T2P 2R9,780-422-1395,STRUCK,1995-09-01,,,
0T4E,PENGROWTH RESOURCE CORPORATION,BOW VALLEY SQ I 202 6 AVE SW SUITE 1050   CALGARY AB CA T2P 2R9,780-422-1395,STRUCK,1995-12-20,,,
0T4F,PERMA RESOURCES LTD,808 4 AVE SW SUITE 800    CALGARY AB CA T2P 3E8,780-422-1395,STRUCK,2000-12-02,,,
0T4G,PETROWEST MANAGEMENT SERVICES LTD,706 7 AVE SW SUITE 1000    CALGARY AB CA T2P 0Z1,780-422-1395,STRUCK,1995-05-01,,,
0T4H,PIPLEY HOLDINGS LTD,409 GRANVILLE ST SUITE 512    VANCOUVER BC CA V6C 1T2,780-422-1395,STRUCK,2001-04-02,,,
0T4J,POWERWEST OIL & GAS LTD,TOM BROWN RESOURCES LTD 736 8 AVE SW FLOOR 7   CALGARY AB CA T2P 1H4,403-515-6000 Ext 6043,DISSOLUTION/DISSOLVED,1995-11-29,,,
0T4K,PRECISION BUSINESS SERVICES LTD,SITE 19 BOX 94 SS 1   CALGARY AB CA T2M 4N3,780-422-1395,STRUCK,2001-12-02,,,
0T4L,QUE SERA SERA VENTURES LTD,"GAVELIN, PHYLLIS 6836 LIVINGSTONE DR SW   CALGARY AB CA T3E 6J5",780-422-1395,STRUCK,1999-02-01,,,
0T4M,QUINTERRA RESOURCES INC,999 WEST HASTINGS ST SUITE 900    VANCOUVER BC CA V6C 2W2,780-422-1395,STRUCK,1995-03-01,,,
0T4N,RED DEER VALLEY COAL COMPANY LIMITED,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1989-09-30,,,
0T4P,REON RESOURCE MANAGEMENT LTD,700 4 AVE SW SUITE 1630    CALGARY AB CA T2P 3J4,780-422-1395,STRUCK,1999-04-09,,,
0T4R,RIGEL ENERGY CORPORATION,C O TALISMAN ENERGY INC 888 3 ST SW SUITE 3400   CALGARY AB CA T2P 5C5,780-422-1395,STRUCK,2000-02-01,,,
0T4T,RIO ALTO DRILLING FUND (1976),717 7 AVE SW SUITE 350    CALGARY AB CA T2P 0Z3,780-422-1395,DISSOLUTION/DISSOLVED,2002-10-01,,,
0T4W,ROBERT T. MCDONALD LTD,"STEVENS, PC ATTN: NEBEL, ROBERT E, CPA 501 PARK DR S PO BOX 989 GREAT FALLS MT US 594030989",780-422-1395,STRUCK,1999-08-01,,,
0T4X,ROLIN HOLDINGS LTD,13804 116 AVE NW    EDMONTON AB CA T5M 3E5,780-422-1395,STRUCK,1992-01-02,,,
0T4Y,ROSEBUD DEVELOPMENT CORPORATION,224 DEERBROOK CRT SE    CALGARY AB CA T2J 6K4,780-422-1395,STRUCK,1997-04-14,,,
0T4Z,ROY-L OIL AND GAS LIMITED,22 ST CLAIR AVE SUITE 1701    TORONTO ON CA M4T 2S3,780-422-1395,STRUCK,1997-01-01,,,
0T50,KATANA RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0AX3,KATANA RESOURCES LTD,2002-10-31
0T51,ARBOL ENERGY LTD,6430 RICHMOND AVE SUITE 430    HOUSTON TX US 77057,780-422-1395,AMALGAMATED,1994-01-01,0PX8,LIONHEART ENERGY CORP,2002-10-31
0T52,CANGAS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1982-11-01,,,
0T53,ARNCO INDUSTRIES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1989-10-01,,,
0T54,CANUCK ENGINEERING INC,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,CONTINUED OUT,2002-10-01,,,
0T55,TALISMAN ENERGY INC,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0039,REPSOL OIL & GAS CANADA INC.,2002-10-31
0T56,PETRO CAN OIL & GAS CORPORATION LTD,700 2 ST SW SUITE 1200    CALGARY AB CA T2P 4V5,780-422-1395,STRUCK,1997-08-01,,,
0T57,GLJ PETROLEUM CONSULTANTS LTD.,400 3 AVE SW SUITE 4100    CALGARY AB CA T2P 4H2,403-266-9500,ACTIVE,2002-10-01,,,
0T58,CARLYLE ENERGY LTD,C O PIONEER NATURAL RESOURCES CANAD 255 5 AVE SW SUITE 2900   CALGARY AB CA T2P 3G6,780-422-1395,STRUCK,1996-03-01,,,
0T59,OMEGA TECHNO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0T11,OMEGA TECHNO LTD,2002-10-31
0T5A,SANTA FE BRAUN INC,1000 SOUTH FREMONT AVE    ALHAMBRA CA US 918023900,780-422-1395,STRUCK,1996-10-01,,,
0T5B,SARAZA INVESTMENTS LTD,550 6 AVE SW SUITE 605    CALGARY AB CA T2P 0S2,780-422-1395,STRUCK,1997-10-01,,,
0T5C,SECURUS ENERGY LTD,ELVEDEN HOUSE 717 7 AVE SW SUITE 20   CALGARY AB CA T2P 0Z3,780-422-1395,STRUCK,1997-03-01,,,
0T5D,SGS LIMITED PARTNERSHIP,150 9 AVE SW PO BOX 2850   CALGARY AB CA T2P 2S5,403-515-6000 Ext 6043,DISSOLUTION/DISSOLVED,1998-10-15,,,
0T5E,SHERIFF OIL & GAS INC.,407 2 ST SW FLOOR 15    CALGARY AB CA T2P 2Y3,780-422-1395,DISSOLUTION/DISSOLVED,2002-10-01,,,
0T5F,SIPCO OIL LIMITED,83 SIX POINT RD    TORONTO ON CA M8Z 2X3,780-422-1395,STRUCK,1994-09-01,,,
0T5G,SITHE CANADA LTD,855 2 ST SW SUITE 1500    CALGARY AB CA T2P 4J7,780-422-1395,STRUCK,1996-03-01,,,
0T5H,SMS PETROLEUMS LTD,PO BOX 38 STN M    CALGARY AB CA T2P 2V5,780-422-1395,STRUCK,1979-05-31,,,
0T5J,SOOLUX MANAGEMENT LTD,815 50 AVE SW SUITE 309    CALGARY AB CA T2S 1H8,780-422-1395,STRUCK,2000-01-05,,,
0T5K,SOUTHEAST ENERGY RESOURCES LTD.,BLUE RANGE RESOURCE CORPORATION 800 5 AVE SW SUITE 1300   CALGARY AB CA T2P 3T6,780-422-1395,STRUCK,2011-07-02,,,
0T5L,SOUTHMARK ACQUISITIONS CANADA LTD,STARRAK OPERATING COMPANY INC 2401 SOUTH COUNTY RD 1110   MIDLAND TX US 79701,780-422-1395,STRUCK,1998-10-16,,,
0T5M,SOUTHWELL ENERGY CORP,"1400, 400 3 AVE SW    CALGARY AB CA T2P 4H2",780-422-1395,STRUCK,1996-04-01,,,
0T5N,"SPRUCE HILLS PRODUCTION COMPANY, INC",333 7 AVE SW SUITE 3000    CALGARY AB CA T2P 2Z1,780-422-1395,ACTIVE,2000-09-02,,,
0T5P,ST. IVES MANAGEMENT INC,608 7 ST SW SUITE 500    CALGARY AB CA T2P 1Z2,780-422-1395,STRUCK,1997-02-01,,,
0T5R,STANDARD OIL OF ALBERTA LTD.,505 3 ST SW SUITE 777    CALGARY AB CA T2P 3E6,780-422-1395,STRUCK,2001-10-10,,,
0T5T,STARVEST EXPLORATIONS LTD,635 8 AVE SW SUITE 1000    CALGARY AB CA T2P 3M3,780-422-1395,STRUCK,2001-03-02,,,
0T5W,STRIDER INVESTMENTS INC,58 ROSEVIEW DR NW    CALGARY AB CA T2K 1N7,780-422-1395,STRUCK,2001-07-02,,,
0T5X,TAJO INDUSTRIES LTD,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1981-04-30,,,
0T5Y,TALISMAN CORPORATION,855 2 ST SW SUITE 2400    CALGARY AB CA T2P 4J9,780-422-1395,DISSOLUTION/DISSOLVED,1996-01-18,,,
0T5Z,TAP CAPITAL GAS CORPORATION,3316 RIDEAU PLACE SW SUITE 706    CALGARY AB CA T2S 1Z4,403-390-9927,STRUCK,1995-07-01,,,
0T60,TEMPO OIL & GAS LTD,2312 UXBRIDGE DR NW    CALGARY AB CA T2N 3Z6,780-422-1395,ACTIVE,2002-10-01,,,
0T61,TEEPEE PETROLEUMS LTD,AEC WEST LTD AEC WEST BUSINESS UNIT LAND DEPARTMENT 707 8 AVE SW SUITE 3700 CALGARY AB CA T2P 1H5,780-422-1395,STRUCK,1989-06-30,,,
0T62,DYNEX PETROLEUM LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0P30,DYNEX PETROLEUM LTD,2002-10-31
0T63,PROFESSIONAL GAS ENGINEERING AND MANAGEMENT LTD,2220 39 AVE NE    CALGARY AB CA T2E 6P7,780-422-1395,STRUCK,2000-09-02,,,
0T64,COMFORT ENGINEERING LTD.,12520 42 AVE NW    EDMONTON AB CA T6J 0X3,780-422-1395,STRUCK,2014-10-02,,,
0T65,DEVON AOG CORPORATION,MINERAL LAND DEPARTMENT 400 3 AVE SW SUITE 2000   CALGARY AB CA T2P 4H2,403-232-7100,DISSOLUTION/DISSOLVED,2006-03-31,,,
0T66,SHAN-WELL OPERATORS LTD,9346 56 ST    EDMONTON AB CA T6B 1J5,780-422-1395,STRUCK,2000-08-01,,,
0T67,DWYER ENGINEERING AND CONSTRUCTION LIMITED,3721 14A ST SW    CALGARY AB CA T2T 3Y1,780-422-1395,ACTIVE,2002-10-01,,,
0T68,H ROY PALMER PETROLEUM CONSULTANTS LTD,1004 EDGMONT RD NW    CALGARY AB CA T3A 2J3,780-422-1395,DISSOLUTION/DISSOLVED,2002-10-01,,,
0T69,ENERGAS LTD.,2600 PORTLAND ST SE SUITE 3050    CALGARY AB CA T2G 4M6,403-264-8854,STRUCK,2017-02-02,,,
0T6A,TARGET CARBONS '6' INC,BLUE RANGE RESOURCE CORPORATION PRICE WATERHOUSECOOPERS INC 639 5 AVE SW SUITE 2100  CALGARY AB CA T2P 0M9,780-422-1395,STRUCK,1997-10-31,,,
0T6B,TARGET CARBONS '8' INC,C O EYELOGIC SYSTEMS INC 700 9 AVE SW SUITE 2600   CALGARY AB CA T2P 3V4,780-422-1395,STRUCK,1997-10-31,,,
0T6C,TARGET CARBONS '9' INC,BLUE RANGE RESOURCE CORPORATION 800 5 AVE SW SUITE 1300   CALGARY AB CA T2P 3T6,780-422-1395,STRUCK,1997-10-31,,,
0T6D,TEMPLAR ENERGY LTD,625 4 AVE SW SUITE 110    CALGARY AB CA T2P 0K2,780-422-1395,STRUCK,1999-09-02,,,
0T6E,"TEMPLE, BARKER, SLONE, CANADA INC",59 STRANRAER PLACE SW    CALGARY AB CA T3M 1A5,780-422-1395,STRUCK,1999-03-13,,,
0T6F,THE ERIN MILLS DEVELOPMENT CORPORATION,7501 KEELE ST SUITE 100    CONCORD ON CA L4K 1Y2,780-422-1395,STRUCK,2002-10-01,,,
0T6G,TRANSAMERICA OIL COMPANY,PO BOX 2558    HOUSTON TX US 772528033,780-422-1395,STRUCK,1999-03-13,,,
0T6H,TROJAN EXPLORATIONS LTD,STEEN RESOURCES LTD 7 GLENBROOK PL SW SUITE 202   CALGARY AB CA T3E 6W4,780-422-1395,STRUCK,1994-07-01,,,
0T6J,TROJAN PETROLEUM LTD,7 GLENBROOK PLACE SW SUITE 202    CALGARY AB CA T3E 6W4,780-422-1395,STRUCK,1999-05-01,,,
0T6K,EAGLE RIVER MINES LTD,401 9 AVE SW SUITE 700    CALGARY AB CA T2P 3C5,780-422-1395,STRUCK,1995-05-01,,,
0T6L,UNERGIE INC,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1988-11-01,,,
0T6M,UNITED REEF LIMITED,15 TORONTO ST SUITE 600    TORONTO ON CA M5C 2E3,780-422-1395,STRUCK,1998-10-15,,,
0T6N,VANDOO CONSOLIDATED EXPLORATIONS LTD,NEWALTA CORPORATION 333 11 AVE SW SUITE 400   CALGARY AB CA T2R 1L9,780-422-1395,STRUCK,1974-09-30,,,
0T6P,VAT PETROLEUM LIMITED,C O PETROREP (CANADA) LTD 630 6 AVE SW SUITE 1000   CALGARY AB CA T2P 0S8,780-422-1395,STRUCK,1987-05-01,,,
0T6R,VICTORIA RESOURCES LIMITED,C O ABACAN RESOURCE CORPORATION 800 5 AVE SW SUITE 1750   CALGARY AB CA T2P 3T6,780-422-1395,STRUCK,1996-09-01,,,
0T6T,VJ ENTERPRISES LTD,126 ELIZABETH ST    OKOTOKS AB CA T0L 1T0,780-422-1395,STRUCK,1997-02-01,,,
0T6W,WEST FORTY DRILLING & EXPLORATION LTD.,PO BOX 1345    VERNON BC CA V1T 6N6,780-422-1395,STRUCK,2005-07-02,,,
0T6X,WESTPLAY RESOURCES LIMITED,180 EDELWEISS DR NW    CALGARY AB CA T3A 3P9,780-422-1395,STRUCK,1992-08-01,,,
0T6Y,YELLOWKNIFE BEAR RESOURCES INC,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,ACTIVE,2002-10-01,,,
0T6Z,121417 CANADA LTD,35 BEAVERBROOK CRES    ST ALBERT AB CA T8N 2L4,780-422-1395,STRUCK,1997-10-01,,,
0T70,PROJECT ENGINEERING SERVICES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1990-03-01,,,
0T71,ENGINEERED PROJECT MANAGEMENT LTD,2919 PARKLANE SW    CALGARY AB CA T2S 2L6,780-422-1395,STRUCK,1998-10-21,,,
0T72,ANDIEL WOLFGANG JOSEPH ,604 WOLF WILLOW RD NW    EDMONTON AB CA T5T 1E7,780-422-1395,NON REGISTERED,2002-10-01,,,
0T73,28200 ALBERTA LTD,PO BOX 100    NISKU AB CA T0C 2G0,780-422-1395,STRUCK,1990-06-01,,,
0T74,111467 ALBERTA LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1995-06-01,,,
0T75,RANCHMEN'S RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0R63,RANCHMEN'S RESOURCES LTD.,2002-10-31
0T76,COULPHARD & ASSOCIATES ENGINEERING LTD,10702 100 ST    GRANDE PRAIRIE AB CA T8V 3X8,780-422-1395,STRUCK,1986-12-01,,,
0T77,WEST-CAN HYDROCARBON FUND LTD.,505 3 ST SW SUITE 888    CALGARY AB CA T2P 3E6,780-422-1395,STRUCK,2012-02-02,,,
0T78,FOCUS RESOURCES LTD,134 POINT DRIVE NW    CALGARY AB CA T3B 5B3,780-422-1395,ACTIVE,2002-10-01,,,
0T79,UPLANDS EXPLORATION LTD,6808 LOCKE CRT SW    CALGARY AB CA T3E 6H7,780-422-1395,STRUCK,2000-11-02,,,
0T7A,1990 MASTER NCE EXPLORATION,421 7 AVE SW SUITE 2300    CALGARY AB CA T2P 4K9,780-422-1395,NON REGISTERED,1994-01-01,,,
0T7B,202118 PETROLEUMS LTD,300 5 AVE SW FLOOR 21    CALGARY AB CA T2P 3C4,780-422-1395,STRUCK,1997-05-01,,,
0T7C,212019 HOLDINGS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1993-12-31,,,
0T7D,221487 ALBERTA LTD.,8027 10 ST SW    CALGARY AB CA T2V 1M7,780-422-1395,DISSOLUTION/DISSOLVED,2008-06-17,,,
0T7E,232191 ALBERTA LTD,350 7 AVE SW SUITE 1800    CALGARY AB CA T2P 3N9,780-422-1395,STRUCK,2002-10-01,,,
0T7F,236655 ALBERTA LTD.,58 ALDER AVE    SHERWOOD PARK AB CA T8A 1T2,780-422-1395,STRUCK,2008-09-02,,,
0T7G,252908 ALBERTA LTD,10916 BEARSPAW DR WEST NW    EDMONTON AB CA T6J 5B3,780-422-1395,STRUCK,1997-01-01,,,
0T7H,272566 ALBERTA INCORPORATED,RR 3    ECKVILLE AB CA T0M 0X0,780-422-1395,ACTIVE,2015-05-02,,,
0T7J,275265 ALBERTA LTD,126A 16 AVE NE    CALGARY AB CA T2E 1J5,780-422-1395,STRUCK,1996-06-30,,,
0T7K,289541 ALBERTA LTD,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,1988-02-01,0JB8,GERWATOSKI BROTHERS ENTERPRISES LTD.,2002-10-31
0T7L,290345 ALBERTA LTD,855 2 ST SW SUITE 4500    CALGARY AB CA T2P 4K7,780-422-1395,STRUCK,1977-03-01,,,
0T7M,293494 ALBERTA LTD,92 OAKMOUNT COURT SW    CALGARY AB CA T2V 3Y7,780-422-1395,STRUCK,1997-07-01,,,
0T7N,312815 ALBERTA LTD.,2200 VARSITY ESTATES DR SUITE 14     CALGARY AB CA T3B 4Z8,780-422-1395,ACTIVE,1998-04-21,,,
0T7P,343164 ALBERTA LTD,68 BAYCREST PLACE SW SUITE 15    CALGARY AB CA T2V 0K6,780-422-1395,STRUCK,1997-07-01,,,
0T7R,364092 ALBERTA LTD,510 5 ST SW SUITE 1414    CALGARY AB CA T2P 3S2,780-422-1395,ACTIVE,2002-10-01,,,
0T7T,376101 ALBERTA LTD.,900 226 AVE SE    CALGARY AB CA T2X 1K4,403-254-1880,ACTIVE,1998-05-29,,,
0T7W,388441 B.C. LTD,675 WEST HASTINGS ST SUITE 910    VANCOUVER BC CA V6B 1N2,780-422-1395,STRUCK,1997-05-01,,,
0T7X,389939 ALBERTA LTD,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0T7Y,410555 ALBERTA LTD,5230 45 ST BAY 9    LACOMBE AB CA T4L 2A1,780-422-1395,STRUCK,2002-07-02,,,
0T7Z,411990 ALBERTA LTD,11012 MACLEOD TR S SUITE 500    CALGARY AB CA T2J 6A5,780-422-1395,STRUCK,1995-05-01,,,
0T80,BAYTEX ENERGY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0RL9,BAYTEX ENERGY LTD.,2002-10-31
0T81,CASA MARAJA PETROLEUM SERVICES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1983-11-01,,,
0T82,PRAIRIE PROVIDENT RESOURCES CANADA LTD.,640 5 AVE SW SUITE 1100    CALGARY AB CA T2P 3G4,403-292-8000,ACTIVE,1984-12-01,,,
0T84,BOW VALLEY EXPLORATION,PO BOX 6610 STN D    CALGARY AB CA T2P 3R2,780-422-1395,NON REGISTERED,2002-10-01,,,
0T85,FARCO RESOURCES LTD,254 ONE CALGARY PLACE 330 5 AVE SW   CALGARY AB CA T2P 0L5,780-422-1395,STRUCK,1985-05-01,,,
0T86,SPUR MANAGEMENT LTD.,"SMITH, ARLENE 38 GLENMORE GREEN SW   CALGARY AB CA T2V 5J2",780-422-1395,DISSOLUTION/DISSOLVED,2018-06-01,,,
0T87,BOWMAN PETROLEUM MANAGEMENT LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1988-11-01,,,
0T88,MAGNA PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1994-02-11,,,
0T89,TREMBLAY RAYMOND ,GD    LEGAL AB CA T0G 1L0,780-422-1395,NON REGISTERED,2002-10-01,,,
0T8A,413964 ALBERTA LTD,7519 FLINT RD SE    CALGARY AB CA T2H 1G3,780-422-1395,STRUCK,1997-06-01,,,
0T8B,420672 ALBERTA INC,BANKERS HALL PO BOX 22151   CALGARY AB CA T2P 4J5,780-422-1395,AMALGAMATED,1997-06-01,0P1H,613411 ALBERTA LTD,2002-10-31
0T8C,495935 ALBERTA LTD.,10115 85 AVE NW    EDMONTON AB CA T6E 2K1,780-422-1395,ACTIVE,2016-05-02,,,
0T8D,"500 DRILLING, INC",521 3 AVE SW FLOOR 12    CALGARY AB CA T2P 3T3,780-422-1395,STRUCK,1997-04-01,,,
0T8E,AGASSIZ RESOURCES LTD,111 RICHMOND ST W SUITE 900    TORONTO ON CA M5H 2G4,780-422-1395,STRUCK,1993-08-01,,,
0T8F,ALBERTA CONFERENCE CORPORATION OF THE SEVENTH-DAY ADVENTIST CHURCH,581 HIGHWAY 2A    LACOMBE AB CA T4L 2G5,403-342-5044,STRUCK,1993-11-19,,,
0T8G,ALKEBEC-JOFFRE OIL & GAS PARTNERSHIP NO. 5,1010 SHERBROOKE WEST SUITE 1204    MONTREAL PQ CA H3A 2R7,780-422-1395,DISSOLUTION/DISSOLVED,2002-10-01,,,
0T8H,AMBER VALLEY ENERGY CORPORATION,707 8 AVE SW SUITE 2900 PO BOX 2870 STN M   CALGARY AB CA T2P 2M7,780-422-1395,AMALGAMATED,1994-01-01,0MD5,RIO ALTO EXPLORATION LTD,2002-10-31
0T8J,ANNE B. DOLL HOLDINGS LTD,933 17 AVE SW SUITE 800    CALGARY AB CA T2T 5R6,780-422-1395,STRUCK,1997-08-01,,,
0T8K,AYDIN M ,610 8 AVE SW SUITE 903    CALGARY AB CA T2P 1G5,780-422-1395,NON REGISTERED,1986-01-01,,,
0T8L,"BAKER, DONALD WILLIAM",9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1986-01-01,,,
0T8M,BAKKEN HOLDINGS CO. LTD,3737 50A AVE CRES    INNISFAIL AB CA T4G 1H9,780-422-1395,STRUCK,1996-11-01,,,
0T8N,BATTLE CREEK DEVELOPMENTS LTD,300 5 AVE SW SUITE 1400    CALGARY AB CA T2P 3C4,780-422-1395,ACTIVE,2002-10-01,,,
0T8P,BENSON PETROLEUM LTD,633 6 AVE SW SUITE 950    CALGARY AB CA T2P 2Y5,780-422-1395,ACTIVE,2002-10-01,,,
0T8R,BESS RESOURCES LTD,220 3 AVE SOUTH SUITE 501    LETHBRIDGE AB CA T1J 3Z4,780-422-1395,DISSOLUTION/DISSOLVED,2002-10-01,,,
0T8T,BICKEL ROSS ,1365 FIRST NATIONAL BANK BUILDING    DALLAS TX US 75260,780-422-1395,NON REGISTERED,1994-01-01,,,
0T8W,BIG HILL RESOURCES LTD,706 7 AVE SW SUITE 805    CALGARY AB CA T2P 0Z1,780-422-1395,STRUCK,1995-09-29,,,
0T8X,BONN ENERGY CORPORATION,1600 90 AVE SW BOX 72131   CALGARY AB CA T2P 5H9,780-422-1395,STRUCK,1996-08-01,,,
0T8Y,BORGGARD C. J. ,9945 108 ST NW FLOOR 3    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,1986-01-01,,,
0T8Z,BOSS ENERGY LTD,633 6 AVE SW SUITE 1500    CALGARY AB CA T2P 2Y5,780-422-1395,AMALGAMATED,1995-12-01,0TE2,CENTURION ENERGY INTERNATIONAL INC.,2002-10-31
0T90,RASSLER S ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0T92,AVORD OIL & GAS LTD.,ATTEN: OSCAR BUCK 7915 104 ST SUITE 204   EDMONTON AB CA T6E 4E1,780-858-3999,DISSOLUTION/DISSOLVED,2007-09-17,,,
0T93,C & T RESOURCES LTD.,520 5 AVE SW SUITE 1400    CALGARY AB CA T2P 3R7,403-266-1930,AMALGAMATED,2006-05-01,0PR1,COASTAL RESOURCES LIMITED,2006-08-31
0T94,MTA INTERNATIONAL MARKETING GROUP LTD,43 WOODGATE CLOSE SW    CALGARY AB CA T2W 4B9,780-422-1395,STRUCK,2002-12-02,,,
0T95,LOCKPORT OIL & GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0W61,LOCKPORT OIL & GAS LTD.,2002-10-31
0T96,ALBERSUN PIPELINE LTD,PO BOX 38    CALGARY AB CA T2P 2V5,780-422-1395,CONTINUED OUT,2002-10-01,,,
0T97,MCAN OIL & GAS CO LTD,11456 JASPER AVE NW SUITE 301    EDMONTON AB CA T5K 0M1,780-422-1395,STRUCK,1996-05-01,,,
0T98,HEXAGON GAS LTD,C O COOPERS & LYBRAND LIMITED 255 5 AVE SW SUITE 2400   CALGARY AB CA T2P 3G6,780-422-1395,STRUCK,1991-05-01,,,
