refno,date_incident,date_notification,company,city,type,product,volume,status,summary
20150768,2015-03-15,2015-03-15,Twin Butte Energy Ltd.,Provost (13 km NW),Facility,Crude Oil and Gas Production (Raw) and Salt/Produced Water,0.3 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 11.7 m3 respectively,No emergency phase.,Failure associated with on-lease piping. The fluid flowed approximately 150m off lease and pooled in a low lying area. Free fluids are being collected. Environmental company is on route and will delineate and remediate. No reported impacts to wildlife or waterbodies
20141079,2014-05-09,2014-05-10,Twin Butte Energy Ltd.,Provost (15 km SE),Pipeline,Salt/Produced Water,1 m3,No emergency phase.,"Release of slightly sour produced water. All fluids remained on lease, and cleanup is underway. No reported impacts to any waterbody or wildlife."
20182589,2018-08-09,2018-08-09,Long Run Exploration Ltd.,High Prairie (58 km NW),Pipeline,Crude Oil and 2 and Salt/Produced Water,2 m3 and 0.01 m3 and 8 m3 respectively,No emergency phase.,During an aerial overflight some stressed vegetation was identified in a ditch next to a farmer&rsquo;s field. The line was shut in and cleanup has begun. No impacts to wildlife has been reported.
20162668,2016-09-13,2016-09-14,Penn West Petroleum Ltd.,Rainbow Lake (57 km SE),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,Emergency phase over.,Cleanup is underway. No impacts to wildlife or waterbodies reported.
20161186,2016-05-01,2016-05-01,Canadian Natural Resources Limited,Hays (4.5 km SE),Pipeline,Salt/Produced Water,5 m3,No emergency phase.,Release of salt/produced water due to a pipeline failure. The pipeline is shut in and isolated. No reported impacts to wildlife or waterbodies.
20152422,2015-09-08,2015-09-08,County of Vermilion River Co-op,Lloydminster (9 km W),Pipeline,Natural Gas,0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,The line has been shut in and repairs are being made. No reports of impacts to wildlife or waterbodies.
20163469,2016-11-23,2016-11-23,Canadian Natural Resources Limited,Cleardale (25 km S),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of gas production (raw)due to an issue with a pipeline. Line has been shut in. No reported impacts to wildlife.
20152427,2015-09-07,2015-09-07,Canadian Natural Resources Limited,Fairview (14 km S),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,The line has been isolated and there are no fluids associated with the release. The sweet gas was released to the atmosphere. No impacts to wildlife or waterbodies reported.
20151611,2015-06-11,2015-06-12,NAL Resources Limited,Rimbey (4 km W),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of natural gas in farmers field due to a leak on a pipeline. Line has been shut in and farmer notified. No reported impacts to a waterbody or wildlife.
20172283,2017-07-15,2017-07-15,Harvest Operations Corp.,Hayter (15 km N),Facility,Crude Oil,0.5 m3,No Emergency Phase,A valve failure caused the release of sour product on the lease piping. Cleanup is underway. No impacts to wildlife or waterbodies.
20141932,2014-08-10,2014-08-10,Tourmaline Oil Corp.,Hinton (43 km N),Well,Condensate,3 m3,No emergency phase.,"While filling a 400 barrel tank on a lease site the tank was over filled, causing residual product and water being released to ground. A portion of the release migrated off lease via the access road. Fluids were contained to the lease site and access road. Free fluids have been removed and cleanup continues on the affected soils. No reported impacts to any water body or wildlife."
20143170,2014-11-27,2014-11-27,MEG Energy Corp.,Janvier (27 km S),Pipeline,Steam Condensate,0.1 or less m3,No emergency phase.,Steam condensate was released from a blowdown tank and misted off lease into a frozen muskeg area. Sampling indicates no impacts. No reported impacts to wildlife or waterbodies.
20143171,2014-11-27,2014-11-27,MEG Energy Corp.,Janvier (24 km S),Pipeline,Steam Condensate,0.1 or less m3,No emergency phase.,Steam condensate was released from a blowdown tank and misted off lease into a frozen muskeg area. Sampling indicates no impacts. No reported impacts to wildlife or waterbodies.
20171304,2017-04-21,2017-04-21,Cold Lake Pipeline Ltd.,Sherwood Park (0 km N/A),Pipeline,Crude Oil,141 m3,Emergency Phase Over,"Release of an unknown volume of crude due to an issue with a pipeline. The line has been shut in and cleanup is underway. The release went to a unnamed creek and there have been some wildlife impacts. The AER is monitoring the response. UPDATE-Volume of 141 m3 reported. The emergency phase has been called down as of April 26, 2017."
20143178,2014-11-28,2014-11-28,Petrus Resources Ltd.,Spirit River (5 km S),Well,H2S,0.1 or less m3,No emergency phase.,H2S released from a gasket on a pipeline riser going into a disposal well. Well and pipe have been shut in and depressurized. No reported impacts to wildlife or waterbodies.
20171301,2017-04-21,2017-04-21,Imperial Oil Resources Limited,Cold Lake (12 km NW),Facility,Salt/Produced Water,900&nbsp;m3,No emergency phase,"A company called to report a release of produced water due to overfilling of an onsite pond. The released product flowed off the licensed lease area, but was contained within the companies mineral lease. Containment has been acheived and clean up is underway. AER Field Inspectors responded to location to verify information. No impact to any wildlife or waterbodies was reported."
20172263,2017-07-12,2017-07-12,Canadian Natural Resources Limited,Slave Lake (70 km N),Facility,Salt/Produced Water,25 m3,No Emergency Phase,A mechanical failure caused the product to release. The slightly sour product remained on lease and cleanup is under way. No impacts to wildlife or waterbodies reported.
20152504,2015-09-17,2015-09-17,Harvest Operations Corp.,Chauvin (15 km S),Well,Crude Oil and Process Water,0.5 m3 and 4.5 m3 respectively,No emergency phase.,Release of sour emulsion from a welhead piping failure. Fluids have migrated off lease. Company has shutin the piping and have started clean up. No reported impacts to any water boby or wildlife.
20142801,2014-10-27,2014-10-27,Penn West Petroleum Ltd.,Milnerton (8.5 km S),Pipeline,Crude Oil,0.2 m3,No emergency phase.,Release of Crude Oil due to a pipeline failure. Clean up is underway. No reported impacts to a waterbody or wildlife.
20162746,2016-09-18,2016-09-18,Kelt Exploration Ltd.,Valhalla Centre (15 km NW),Well,Crude Oil,2 m3,No emergency phase.,"Release of crude oil due to an issue on a well. Well was shut in, Cleanup is underway and no reported impacts to a waterbody or wildlife"
20150658,2015-03-04,2015-03-04,Harvest Operations Corp.,Medicine Hat (43 km NW),Facility,Gas Production (Raw) and Salt/Produced Water,0.1 or less &times;&nbsp;103&nbsp;m3 and 13 m3 respectively,Emergency phase over.,"Release of sour natural gas and produced water due to a line failure on an injection pump. Water released remained on lease, natural gas disipated into the atmosphere. No odor complaints received, and no impacts to any waterbody or wildlife. Emergency phase ended March 04, 2015"
20171864,2017-06-08,2017-06-08,Whitecap Resources Inc.,La Glace (13 km NW),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,2.5 m3 and 0.5 &times;&nbsp;103&nbsp;m3 and 1 m3 respectively,No Emergency Phase,Release of sour emulsion due to an issue on a pipeline. Line was isolated and cleanup is underway. No reported impacts to a wildlife or a waterbody.
20180118,2018-01-10,2018-01-10,NAL Resources Limited,Red Deer (25 km E),Pipeline,Emulsion,30 m3,No emergency phase.,Release occurred due to an issue with a well. Clean up is underway. No reported impacts to waterbodies or wildlife.
20163348,2016-11-14,2016-11-14,ARC Resources Ltd.,Opal (4 km NE),Facility,Crude Oil and Gas Production (Raw) and Salt/Produced Water,4 m3 and 30 &times;&nbsp;103&nbsp;m3 and 395 m3 respectively,No emergency phase.,Release of emulsion due to an issue with a facility. Facility has been shut in and cleanup is underway. No reported impacts to wildlife.
20163261,2016-11-07,2016-11-07,Enerplus Corporation,Brooks (20 km SE),Pipeline,Salt/Produced Water,400 m3,No emergency phase.,Release of salt/produced water. No reported impacts to wildife or waterbodies.
20151613,2015-06-11,2015-06-11,Bonavista Energy Corporation,Olds (6 km W),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of sour natural gas due to leak on a pipeline. Line has been shut in and no reported odour complaints. No reported impacts to a waterbody or wildlife.
20142158,2014-08-29,2014-08-29,Anterra Energy Inc.,Slave Lake (62.5 km N),Pipeline,Crude Oil and Salt/Produced Water,6 m3 and 300 m3 respectively,Over.,"Release of crude oil/produced water emulsion that migrated offlease into a nearby waterbody. Crews are onsite sampling and removing chloride from affected water, and have containment measures in place to minimize downstream impacts. No wildlife impacts have been reported."
20142735,2014-10-17,2014-10-21,Seven Generations Energy Ltd.,Grande Cache (65 km N),Well,Condensate,2 m3,No emergency phase.,"Release of condensate from a flare stack on and off-lease. Product was ignited by the flare and landed on adjacent offlease vegetation, but was extinguished by onsite personnel. No reported impacts to a waterbody or wildlife."
20163598,2016-12-04,2016-12-05,Tourmaline Oil Corp.,Spirit River (21 km SW),Well,Frac Water,10 m3,Emergency phase over.,"A blowout occurred resulting in minimal fluid release. No reported impacts to wildlife or waterbodies. Clean up is underway. Emergency over December 5, 2016."
20142095,2014-08-25,2014-08-25,Bonterra Energy Corp.,Buck Creek (9 km E),Facility,Salt/Produced Water,4 m3,No emergency phase.,Cause of release unknown at this time. Clean-up is underway. There are no reported impacts to wildlife or waterbodies.
20142879,2014-10-30,2014-10-30,Husky Oil Operations Limited,Rainbow Lake (15 km SE),Well,Salt/Produced Water,8 m3,No emergency phase.,A slight sour release occurred due to equipment failure. Product remained on lease. Clean up is underway. No reports of impacts to wildlife or waterbodies
20142797,2014-10-27,2014-10-27,Cenovus Energy Inc.,Rolling Hills (18.5 km E),Facility,Crude Oil,0.2 m3,No emergency phase.,"Release of crude oil from an onsite storage tank. Majority of the crude oil stayed on lease, with some migrating off. The company continues with clean up. No reported impacts to water bodies or wildlife."
20142796,2014-10-25,2014-10-26,Cenovus Energy Inc.,Rosemary (11 km S),Well,Crude Oil and Salt/Produced Water,0.5 m3 and 0.5 m3 respectively,No emergency phase.,"Release of crude oil and salt/produced Water from a failed packing on a pumping oil well. Majority of the crude oil and salt/produced water stayed on lease, with some migrating off. The company continues with clean up. No reported impacts to water bodies or wildlife."
20142658,2014-10-14,2014-10-14,Zargon Oil &amp; Gas Ltd.,Vauxhall (26 km NW),Pipeline,Salt/Produced Water,8 m3,No emergency phase.,Release of produced water from an injection pipeline. Line has been shut in and isolated. Company has started clean up. Land owner has been notified. No reported impacts to any water body or wildlife.
20142793,2014-10-26,2014-10-26,Canadian Natural Resources Limited,Lac la Biche (15 km NE),Pipeline,Gas Production (Raw) and Process Water,3 &times;&nbsp;103&nbsp;m3 and 2 m3 respectively,No emergency phase.,Release of gas production (raw) and process water due to a pipeline failure. Mitigation including sampling and removal of impacted soil. No reported impacts to a waterbody or wildlife.
20150165,2015-01-15,2015-01-15,Kaiser Exploration Ltd.,High River (7 km SE),Facility,Sour Gas,unknown,No emergency phase.,A small release was discovered while investigating odours. Cleanup is underway. No reported impacts to wildlife or waterbodies.
20180550,2018-02-11,2018-02-11,Vesta Energy Ltd.,Blackfalds (6 km NW),Facility,Crude Oil,0.1 or less m3,No emergency phase,Fire at a facility resulted in the release of crude oil. Clean up is underway. No reported impacts to waterbodies or wildlife.
20143386,2014-12-17,2014-12-17,Cenovus Energy Inc.,Ralston (47 km N),Well,Crude Oil and Salt/Produced Water,0.1 or less m3 and 9.9 m3 respectively,No emergency phase.,Release of emulsion due to failed nipple on wellhead piping. Well has been isolated. Release traveled off lease. Cleanup is underway and no reported impacts to waterbodies or wildlife.
20142798,2014-10-23,2014-10-23,Penn West Petroleum Ltd.,Wimborne (2.5 km SE),Pipeline,Crude Oil,0.1 m3,No emergency phase.,Release of Crude Oil due to a pipeline failure. Mitigation including sampling and removal impacted vegetation . No reported impacts to a waterbody or wildlife.
20172765,2017-08-31,2017-08-31,Razor Energy Corp.,Swan Hills (4.19 km SW),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water and Fresh Water,1 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 1 m3 and 0.1 or less m3 respectively,No emergency phase.,Release of emulsion due to an issue on a pipeline. Line has been shut in and cleanup is underway. No reported impacts to a waterbody or wildlife.
